Date,Open*,High,Low,Close**,Volume,Market Cap
12-08-17,"3,650.63","3,949.92","3,613.70","3,884.71",2219590000.00,60242100000.00
11-08-17,"3,373.82","3,679.72","3,372.12","3,650.62",2021190000.00,55668000000.00
10-08-17,"3,341.84","3,453.45","3,319.47","3,381.28",1515110000.00,55134700000.00
09-08-17,"3,420.40","3,422.76","3,247.67","3,342.47",1468960000.00,56424900000.00
08-08-17,"3,370.22","3,484.85","3,345.83","3,419.94",1752760000.00,55590300000.00
07-08-17,"3,212.78","3,397.68","3,180.89","3,378.94",1482280000.00,52987300000.00
06-08-17,"3,257.61","3,293.29","3,155.60","3,213.94",1105030000.00,53720900000.00
05-08-17,"2,897.63","3,290.01","2,874.83","3,252.91",1945700000.00,47778200000.00
04-08-17,"2,806.93","2,899.33","2,743.72","2,895.89",1002120000.00,46276200000.00
03-08-17,"2,709.56","2,813.31","2,685.14","2,804.73",804797000.00,44666400000.00
02-08-17,"2,727.13","2,762.53","2,668.59","2,710.67",1094950000.00,44950800000.00
01-08-17,"2,871.30","2,921.35","2,685.61","2,718.26",1324670000.00,47321800000.00
31-07-17,"2,763.24","2,889.62","2,720.61","2,875.34",860575000.00,45535800000.00
30-07-17,"2,724.39","2,758.53","2,644.85","2,757.18",705943000.00,44890700000.00
29-07-17,"2,807.02","2,808.76","2,692.80","2,726.45",803746000.00,46246700000.00
28-07-17,"2,679.73","2,897.45","2,679.73","2,809.01",1380100000.00,44144400000.00
27-07-17,"2,538.71","2,693.32","2,529.34","2,671.78",789104000.00,41816500000.00
26-07-17,"2,577.77","2,610.76","2,450.80","2,529.45",937404000.00,42455000000.00
25-07-17,"2,757.50","2,768.08","2,480.96","2,576.48",1460090000.00,45410100000.00
24-07-17,"2,732.70","2,777.26","2,699.19","2,754.86",866474000.00,44995600000.00
23-07-17,"2,808.10","2,832.18","2,653.94","2,730.40",1072840000.00,46231100000.00
22-07-17,"2,668.63","2,862.42","2,657.71","2,810.12",1177130000.00,43929600000.00
21-07-17,"2,838.41","2,838.41","2,621.85","2,667.76",1489450000.00,46719000000.00
20-07-17,"2,269.89","2,900.70","2,269.89","2,817.60",2249260000.00,37356800000.00
19-07-17,"2,323.08","2,397.17","2,260.23","2,273.43",1245100000.00,38227800000.00
18-07-17,"2,233.52","2,387.61","2,164.77","2,318.88",1512450000.00,36749400000.00
17-07-17,"1,932.62","2,230.49","1,932.62","2,228.41",1201760000.00,31795000000.00
16-07-17,"1,991.98","2,058.77","1,843.03","1,929.82",1182870000.00,32767600000.00
15-07-17,"2,230.12","2,231.14","1,990.41","1,998.86",993608000.00,36681300000.00
14-07-17,"2,360.59","2,363.25","2,183.22","2,233.34",882503000.00,38823100000.00
13-07-17,"2,402.70","2,425.22","2,340.83","2,357.90",835770000.00,39511000000.00
12-07-17,"2,332.77","2,423.71","2,275.14","2,398.84",1117410000.00,38355900000.00
11-07-17,"2,385.89","2,413.47","2,296.81","2,337.79",1329760000.00,39224200000.00
10-07-17,"2,525.25","2,537.16","2,321.13","2,372.56",1111200000.00,41509000000.00
09-07-17,"2,572.61","2,635.49","2,517.59","2,518.44",527856000.00,42283200000.00
08-07-17,"2,520.27","2,571.34","2,492.31","2,571.34",733330000.00,41417700000.00
07-07-17,"2,608.59","2,916.14","2,498.87","2,518.66",917412000.00,42864200000.00
06-07-17,"2,608.10","2,616.72","2,581.69","2,608.56",761957000.00,42851400000.00
05-07-17,"2,602.87","2,622.65","2,538.55","2,601.99",941566000.00,42760800000.00
04-07-17,"2,561.00","2,631.59","2,559.35","2,601.64",985516000.00,42067900000.00
03-07-17,"2,498.56","2,595.00","2,480.47","2,564.06",964112000.00,41037200000.00
02-07-17,"2,436.40","2,514.28","2,394.84","2,506.47",803747000.00,40010500000.00
01-07-17,"2,492.60","2,515.27","2,419.23","2,434.55",779914000.00,40928200000.00
30-06-17,"2,539.24","2,559.25","2,478.43","2,480.84",860273000.00,41689100000.00
29-06-17,"2,567.56","2,588.83","2,510.48","2,539.32",949979000.00,42150300000.00
28-06-17,"2,553.03","2,603.98","2,484.42","2,574.79",1183870000.00,41906700000.00
27-06-17,"2,478.45","2,552.45","2,332.99","2,552.45",1489790000.00,40677900000.00
26-06-17,"2,590.57","2,615.25","2,376.29","2,478.45",1663280000.00,42514000000.00
25-06-17,"2,607.25","2,682.26","2,552.12","2,589.41",1161100000.00,42783800000.00
24-06-17,"2,738.52","2,757.94","2,583.19","2,608.72",982750000.00,44932900000.00
23-06-17,"2,707.34","2,765.17","2,706.37","2,744.91",961319000.00,44415900000.00
22-06-17,"2,691.03","2,723.74","2,642.36","2,705.41",1097940000.00,44143700000.00
21-06-17,"2,709.43","2,772.01","2,660.40","2,689.10",1626580000.00,44440800000.00
20-06-17,"2,591.26","2,763.45","2,589.82","2,721.79",1854190000.00,42498000000.00
19-06-17,"2,549.03","2,662.85","2,549.03","2,589.60",1446840000.00,41800600000.00
18-06-17,"2,655.35","2,662.10","2,516.33","2,548.29",1178660000.00,43539300000.00
17-06-17,"2,514.01","2,685.19","2,484.96","2,655.88",1534510000.00,41217200000.00
16-06-17,"2,469.57","2,539.92","2,385.15","2,518.56",1195190000.00,40484100000.00
15-06-17,"2,499.58","2,534.71","2,212.96","2,464.58",2026260000.00,40971300000.00
